Id,Label,timeset,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,pageranks,componentnumber,strongcompnum,Cluster,clustering,eigencentrality,Cluter-ID
Kate Shiver  ,Kate Shiver  ,,83,83,166,83,83,166,2,0.521671,0.541542,0.000613,0.02604,0.02604,8,0.000854,0,0,0,0.103144,0.657254,0
Trisha Allis  ,Trisha Allis  ,,97,97,194,97,97,194,2,0.525513,0.548549,0.000844,0.030354,0.030354,0,0.000972,0,0,0,0.099656,0.766094,0
Del Garlington  ,Del Garlington  ,,90,90,180,90,90,180,2,0.523585,0.545045,0.00073,0.02807,0.02807,3,0.000913,0,0,0,0.098627,0.708547,0
Reginia Rockwell  ,Reginia Rockwell  ,,96,96,192,96,96,192,2,0.525237,0.548048,0.000835,0.029829,0.029829,3,0.000965,0,0,0,0.091447,0.752919,0
Shavonne Bunch  ,Shavonne Bunch  ,,105,105,210,105,105,210,2,0.527734,0.552553,0.000986,0.032881,0.032881,4,0.00104,0,0,0,0.101832,0.829912,0
Bruce Wix  ,Bruce Wix  ,,108,108,216,108,108,216,2,0.528571,0.554054,0.001019,0.03416,0.03416,6,0.001064,0,0,0,0.102111,0.861963,0
Saif Ali,Saif Ali,,94,94,188,94,94,188,2,0.524685,0.547047,0.000793,0.029411,0.029411,5,0.000947,0,0,0,0.09952,0.742269,0
Destor,Destor,,95,95,190,95,95,190,2,0.524961,0.547548,0.000793,0.029982,0.029982,0,0.000954,0,0,0,0.099216,0.756646,0
Zara,Zara,,100,100,200,100,100,200,2,0.526344,0.55005,0.000889,0.031364,0.031364,8,0.000997,0,0,0,0.1,0.791539,0
Saba,Saba,,88,88,176,88,88,176,2,0.523037,0.544044,0.000681,0.027665,0.027665,3,0.000896,0,0,0,0.105799,0.698233,0
Paige,Paige,,112,112,224,112,112,224,2,0.529692,0.556056,0.001079,0.035752,0.035752,6,0.001097,0,0,0,0.104408,0.902074,0
Ahmad Sayid Maulana,Ahmad Sayid Maulana,,95,95,190,95,95,190,2,0.524961,0.547548,0.000791,0.029837,0.029837,3,0.000955,0,0,0,0.103247,0.752966,0
Arslan,Arslan,,115,115,230,115,115,230,2,0.530536,0.557558,0.001195,0.035962,0.035962,7,0.001125,0,0,0,0.095042,0.90759,0
Abdul Basit,Abdul Basit,,102,102,204,102,102,204,2,0.526899,0.551051,0.000924,0.03185,0.03185,6,0.001015,0,0,0,0.106581,0.803913,0
Shazi harry,Shazi harry,,109,109,218,109,109,218,2,0.528851,0.554555,0.001099,0.033661,0.033661,0,0.001076,0,0,0,0.099388,0.849679,0
Ellis,Ellis,,112,112,224,112,112,224,2,0.529692,0.556056,0.001104,0.035272,0.035272,2,0.001098,0,0,0,0.102799,0.890122,0
Asha,Asha,,108,108,216,108,108,216,2,0.528571,0.554054,0.001033,0.033922,0.033922,7,0.001065,0,0,0,0.096227,0.85603,0
Emme,Emme,,105,105,210,105,105,210,2,0.527734,0.552553,0.00094,0.033497,0.033497,4,0.001037,0,0,0,0.104945,0.845148,0
Sanam Butt,Sanam Butt,,112,112,224,112,112,224,2,0.529692,0.556056,0.001134,0.034881,0.034881,8,0.0011,0,0,0,0.096525,0.880361,0
Laura,Laura,,89,89,178,89,89,178,2,0.523311,0.544545,0.00069,0.028148,0.028148,0,0.000903,0,0,0,0.100613,0.710335,0
Omaid,Omaid,,105,105,210,105,105,210,2,0.527734,0.552553,0.000969,0.033182,0.033182,8,0.001039,0,0,0,0.097985,0.8373,0
Arthur,Arthur,,106,106,212,106,106,212,2,0.528013,0.553053,0.001004,0.033271,0.033271,1,0.001048,0,0,0,0.103504,0.839645,0
Usman Kazi,Usman Kazi,,106,106,212,106,106,212,2,0.528013,0.553053,0.001002,0.033202,0.033202,8,0.001049,0,0,0,0.103504,0.838047,0
Rameez,Rameez,,112,112,224,112,112,224,2,0.529692,0.556056,0.001098,0.035624,0.035624,3,0.001097,0,0,0,0.094112,0.898814,0
Tia,Tia,,109,109,218,109,109,218,2,0.528851,0.554555,0.001045,0.034468,0.034468,0,0.001073,0,0,0,0.104995,0.869682,0
Harleu,Harleu,,103,103,206,103,103,206,2,0.527177,0.551552,0.000915,0.032677,0.032677,4,0.001021,0,0,0,0.105464,0.824463,0
Mohammad Ata Farid,Mohammad Ata Farid,,107,107,214,107,107,214,2,0.528292,0.553554,0.00104,0.033235,0.033235,7,0.001058,0,0,0,0.093282,0.838811,0
Shanice,Shanice,,98,98,196,98,98,196,2,0.525789,0.549049,0.000873,0.030524,0.030524,7,0.000981,0,0,0,0.100568,0.770458,0
Qareem,Qareem,,106,106,212,106,106,212,2,0.528013,0.553053,0.000997,0.033302,0.033302,3,0.001048,0,0,0,0.095957,0.840396,0
Miliana,Miliana,,90,90,180,90,90,180,2,0.523585,0.545045,0.000724,0.028126,0.028126,7,0.000913,0,0,0,0.102871,0.709974,0
Saeed,Saeed,,104,104,208,104,104,208,2,0.527455,0.552052,0.000962,0.032615,0.032615,8,0.001031,0,0,0,0.104369,0.823162,0
Christopher,Christopher,,92,92,184,92,92,184,2,0.524134,0.546046,0.000766,0.028632,0.028632,2,0.000931,0,0,0,0.09699,0.722745,0
Bella,Bella,,102,102,204,102,102,204,2,0.526899,0.551051,0.000914,0.032219,0.032219,1,0.001013,0,0,0,0.099981,0.813029,0
Hope,Hope,,94,94,188,94,94,188,2,0.524685,0.547047,0.000783,0.029447,0.029447,2,0.000947,0,0,0,0.099062,0.743222,0
Kashf,Kashf,,103,103,206,103,103,206,2,0.527177,0.551552,0.000927,0.03259,0.03259,1,0.001022,0,0,0,0.112698,0.822346,0
Brian,Brian,,103,103,206,103,103,206,2,0.527177,0.551552,0.000956,0.032188,0.032188,2,0.001024,0,0,0,0.099753,0.812319,0
Mohamed Rais,Mohamed Rais,,101,101,202,101,101,202,2,0.526621,0.550551,0.000892,0.031804,0.031804,7,0.001005,0,0,0,0.10099,0.802608,0
Nusrat Khan,Nusrat Khan,,122,122,244,122,122,244,2,0.532516,0.561061,0.001319,0.038473,0.038473,8,0.001183,0,0,0,0.100528,0.970699,0
Shehbaaz,Shehbaaz,,98,98,196,98,98,196,2,0.525789,0.549049,0.000852,0.030767,0.030767,6,0.00098,0,0,0,0.099306,0.776527,0
Michelle,Michelle,,106,106,212,106,106,212,2,0.528013,0.553053,0.000996,0.033148,0.033148,3,0.001049,0,0,0,0.10009,0.836555,0
Nargis,Nargis,,92,92,184,92,92,184,2,0.524134,0.546046,0.000764,0.02852,0.02852,3,0.000931,0,0,0,0.09699,0.71994,0
Alveena,Alveena,,107,107,214,107,107,214,2,0.528292,0.553554,0.001024,0.03351,0.03351,4,0.001057,0,0,0,0.09769,0.845717,0
Phoebe,Phoebe,,100,100,200,100,100,200,2,0.526344,0.55005,0.000879,0.031506,0.031506,2,0.000997,0,0,0,0.100202,0.795114,0
Holly,Holly,,93,93,186,93,93,186,2,0.524409,0.546547,0.00079,0.02878,0.02878,1,0.000939,0,0,0,0.09841,0.72652,0
Spencer,Spencer,,103,103,206,103,103,206,2,0.527177,0.551552,0.000944,0.032389,0.032389,2,0.001023,0,0,0,0.094613,0.81745,0
Faye,Faye,,99,99,198,99,99,198,2,0.526066,0.54955,0.000863,0.031146,0.031147,8,0.000989,0,0,0,0.103484,0.786002,0
Zubaila,Zubaila,,110,110,220,110,110,220,2,0.529131,0.555055,0.001075,0.034716,0.034716,5,0.001081,0,0,0,0.097748,0.876005,0
Nuala,Nuala,,97,97,194,97,97,194,2,0.525513,0.548549,0.000827,0.030528,0.030528,3,0.000972,0,0,0,0.095361,0.77043,0
Ernie,Ernie,,127,127,254,127,127,254,2,0.533939,0.563564,0.001471,0.039481,0.039481,3,0.001228,0,0,0,0.096113,0.996449,0
Abdul Rauf,Abdul Rauf,,81,81,162,81,81,162,2,0.521127,0.540541,0.000554,0.025869,0.025869,2,0.000835,0,0,0,0.10463,0.652749,0
Fajar,Fajar,,93,93,186,93,93,186,2,0.524409,0.546547,0.000763,0.029226,0.029226,7,0.000938,0,0,0,0.102852,0.737657,0
Courtney,Courtney,,102,102,204,102,102,204,2,0.526899,0.551051,0.000912,0.032093,0.032093,4,0.001014,0,0,0,0.107746,0.809896,0
Daniel,Daniel,,111,111,222,111,111,222,2,0.529412,0.555556,0.001096,0.034726,0.034726,3,0.001091,0,0,0,0.102211,0.876394,0
Omair Hassan,Omair Hassan,,86,86,172,86,86,172,2,0.52249,0.543043,0.000673,0.026638,0.026638,6,0.00088,0,0,0,0.100137,0.672502,0
Kawish,Kawish,,111,111,222,111,111,222,2,0.529412,0.555556,0.001114,0.034668,0.034668,7,0.001091,0,0,0,0.099918,0.87496,0
Isco,Isco,,104,104,208,104,104,208,2,0.527455,0.552052,0.000977,0.03251,0.03251,7,0.001032,0,0,0,0.09354,0.820533,0
Rameesha,Rameesha,,103,103,206,103,103,206,2,0.527177,0.551552,0.000949,0.032353,0.032353,3,0.001023,0,0,0,0.099372,0.816453,0
Rose,Rose,,109,109,218,109,109,218,2,0.528851,0.554555,0.001085,0.033994,0.033994,4,0.001075,0,0,0,0.100408,0.857941,0
Kaiden,Kaiden,,113,113,226,113,113,226,2,0.529973,0.556557,0.001131,0.035532,0.035532,1,0.001107,0,0,0,0.102718,0.896673,0
Ladawn Creason  ,Ladawn Creason  ,,100,100,200,100,100,200,2,0.526344,0.55005,0.000879,0.031524,0.031524,7,0.000997,0,0,0,0.10202,0.795528,0
Season Follmer  ,Season Follmer  ,,101,101,202,101,101,202,3,0.526344,0.550384,0.000914,0.031568,0.031568,6,0.001006,0,0,0,0.099802,0.796727,0
Bobbie Straka  ,Bobbie Straka  ,,101,101,202,101,101,202,2,0.526621,0.550551,0.00093,0.031466,0.031466,3,0.001007,0,0,0,0.100792,0.794169,0
Adela Babst  ,Adela Babst  ,,79,79,158,79,79,158,2,0.520584,0.53954,0.00055,0.024747,0.024747,7,0.00082,0,0,0,0.101915,0.62467,0
Charity Schrecengost  ,Charity Schrecengost  ,,101,101,202,101,101,202,2,0.526621,0.550551,0.000896,0.031766,0.031766,1,0.001005,0,0,0,0.100594,0.801678,0
Hania,Hania,,86,86,172,86,86,172,2,0.52249,0.543043,0.000672,0.026782,0.026782,8,0.00088,0,0,0,0.093023,0.676046,0
Jared,Jared,,108,108,216,108,108,216,2,0.528571,0.554054,0.001,0.034452,0.034452,4,0.001063,0,0,0,0.102977,0.869218,0
Jhonny,Jhonny,,94,94,188,94,94,188,2,0.524685,0.547047,0.000784,0.029488,0.029488,8,0.000947,0,0,0,0.09952,0.744169,0
Javeed Qazi,Javeed Qazi,,94,94,188,94,94,188,2,0.524685,0.547047,0.000805,0.029141,0.029141,6,0.000948,0,0,0,0.092427,0.735599,0
Elsie,Elsie,,107,107,214,107,107,214,2,0.528292,0.553554,0.001028,0.033554,0.033554,8,0.001057,0,0,0,0.099453,0.846739,0
Madeleine,Madeleine,,94,94,188,94,94,188,2,0.524685,0.547047,0.000792,0.029269,0.029269,8,0.000947,0,0,0,0.102951,0.738845,0
Abby,Abby,,88,88,176,88,88,176,2,0.523037,0.544044,0.000681,0.027761,0.027761,7,0.000895,0,0,0,0.096656,0.700597,0
Sofia,Sofia,,106,106,212,106,106,212,2,0.528013,0.553053,0.000986,0.03341,0.03341,3,0.001048,0,0,0,0.106379,0.843148,0
Abdul Rafeh,Abdul Rafeh,,118,118,236,118,118,236,2,0.531383,0.559059,0.001267,0.036543,0.036543,0,0.001152,0,0,0,0.101985,0.922349,0
Syed Bilal,Syed Bilal,,108,108,216,108,108,216,2,0.528571,0.554054,0.001019,0.034347,0.034347,8,0.001063,0,0,0,0.1009,0.866621,0
Rowan,Rowan,,109,109,218,109,109,218,2,0.528851,0.554555,0.001065,0.034101,0.034101,7,0.001074,0,0,0,0.104145,0.860713,0
Sajjad Sikandar,Sajjad Sikandar,,98,98,196,98,98,196,2,0.525789,0.549049,0.000832,0.030895,0.030895,7,0.00098,0,0,0,0.107721,0.779719,0
Joni Achmad Fauzan,Joni Achmad Fauzan,,94,94,188,94,94,188,2,0.524685,0.547047,0.00078,0.029677,0.029677,7,0.000946,0,0,0,0.097003,0.748872,0
Abdullah Khan,Abdullah Khan,,124,124,248,124,124,248,2,0.533084,0.562062,0.001358,0.039228,0.039228,3,0.001199,0,0,0,0.098872,0.989752,0
Miolly,Miolly,,94,94,188,94,94,188,2,0.524685,0.547047,0.000778,0.029381,0.029381,7,0.000947,0,0,0,0.102494,0.741554,0
Harry,Harry,,100,100,200,100,100,200,2,0.526344,0.55005,0.000892,0.031509,0.031509,7,0.000997,0,0,0,0.093333,0.795197,0
Lyra,Lyra,,112,112,224,112,112,224,2,0.529692,0.556056,0.001112,0.035086,0.035086,3,0.001099,0,0,0,0.111004,0.885463,0
Angel,Angel,,106,106,212,106,106,212,2,0.528013,0.553053,0.001014,0.033124,0.033124,5,0.001049,0,0,0,0.092363,0.835955,0
Tania,Tania,,109,109,218,109,109,218,2,0.528851,0.554555,0.001025,0.034537,0.034537,8,0.001072,0,0,0,0.108563,0.871408,0
Malik Touqeer,Malik Touqeer,,88,88,176,88,88,176,2,0.523037,0.544044,0.000684,0.027776,0.027776,4,0.000895,0,0,0,0.095611,0.701047,0
Nikita,Nikita,,104,104,208,104,104,208,2,0.527455,0.552052,0.00098,0.032275,0.032275,8,0.001033,0,0,0,0.101942,0.814723,0
Kayden,Kayden,,114,114,228,114,114,228,2,0.530255,0.557057,0.001131,0.036172,0.036172,1,0.001115,0,0,0,0.101382,0.912699,0
Asher,Asher,,110,110,220,110,110,220,2,0.529131,0.555055,0.001111,0.034073,0.034073,7,0.001084,0,0,0,0.101751,0.859995,0
Maya,Maya,,99,99,198,99,99,198,2,0.526066,0.54955,0.000846,0.031335,0.031335,4,0.000988,0,0,0,0.103278,0.790747,0
Reece,Reece,,107,107,214,107,107,214,2,0.528292,0.553554,0.000981,0.03427,0.03427,7,0.001054,0,0,0,0.098748,0.864602,0
Charlotte,Charlotte,,107,107,214,107,107,214,2,0.528292,0.553554,0.000997,0.033886,0.033886,4,0.001055,0,0,0,0.100335,0.855063,0
Sadie,Sadie,,80,80,160,80,80,160,2,0.520855,0.54004,0.000577,0.024774,0.024774,7,0.000829,0,0,0,0.1,0.625428,0
Imad,Imad,,118,118,236,118,118,236,2,0.531383,0.559059,0.001224,0.037305,0.037305,1,0.001149,0,0,0,0.101115,0.941237,0
Saleem Hassan,Saleem Hassan,,101,101,202,101,101,202,2,0.526621,0.550551,0.000886,0.031998,0.031998,7,0.001004,0,0,0,0.10099,0.807408,0
Freya,Freya,,83,83,166,83,83,166,3,0.521127,0.541208,0.000599,0.026193,0.026193,4,0.000853,0,0,0,0.106377,0.66106,0
Marley,Marley,,98,98,196,98,98,196,2,0.525789,0.549049,0.000866,0.030465,0.030465,2,0.000982,0,0,0,0.097833,0.76888,0
Roberto,Roberto,,96,96,192,96,96,192,2,0.525237,0.548048,0.000802,0.030253,0.030253,8,0.000963,0,0,0,0.103947,0.76353,0
Nathaniel,Nathaniel,,96,96,192,96,96,192,2,0.525237,0.548048,0.000819,0.030104,0.030104,0,0.000963,0,0,0,0.099781,0.759767,0
Akmal Khan,Akmal Khan,,98,98,196,98,98,196,2,0.525789,0.549049,0.000894,0.030082,0.030082,7,0.000983,0,0,0,0.093835,0.759538,0
Umar Wayan,Umar Wayan,,107,107,214,107,107,214,2,0.528292,0.553554,0.000989,0.033941,0.033941,5,0.001055,0,0,0,0.102098,0.8565,0
Cameron,Cameron,,102,102,204,102,102,204,2,0.526899,0.551051,0.000953,0.031787,0.031787,6,0.001016,0,0,0,0.098622,0.802285,0
Savannah,Savannah,,101,101,202,101,101,202,2,0.526621,0.550551,0.00091,0.031463,0.031463,0,0.001007,0,0,0,0.101584,0.794183,0
Teddy,Teddy,,95,95,190,95,95,190,2,0.524961,0.547548,0.000825,0.029539,0.029539,3,0.000956,0,0,0,0.090929,0.745679,0
Francessca,Francessca,,100,100,200,100,100,200,2,0.526344,0.55005,0.000881,0.031533,0.031533,8,0.000997,0,0,0,0.098586,0.795833,0
Rebbeca,Rebbeca,,93,93,186,93,93,186,2,0.524409,0.546547,0.000753,0.02937,0.02937,7,0.000938,0,0,0,0.103319,0.741161,0
Achmad Hasan,Achmad Hasan,,81,81,162,81,81,162,2,0.521127,0.540541,0.000591,0.025052,0.025052,7,0.000838,0,0,0,0.097531,0.632478,0
Emilio,Emilio,,86,86,172,86,86,172,2,0.52249,0.543043,0.000635,0.0273,0.0273,2,0.000877,0,0,0,0.105882,0.688871,0
Usman bin Sef,Usman bin Sef,,105,105,210,105,105,210,2,0.527734,0.552553,0.000983,0.032926,0.032926,0,0.00104,0,0,0,0.097985,0.831007,0
Mohsin,Mohsin,,106,106,212,106,106,212,2,0.528013,0.553053,0.001031,0.032812,0.032812,8,0.00105,0,0,0,0.096496,0.828195,0
Betsy,Betsy,,95,95,190,95,95,190,2,0.524961,0.547548,0.0008,0.029628,0.029628,7,0.000956,0,0,0,0.103471,0.747911,0
Abbie,Abbie,,96,96,192,96,96,192,2,0.525237,0.548048,0.000843,0.029776,0.029776,8,0.000965,0,0,0,0.095833,0.751606,0
Caleb,Caleb,,105,105,210,105,105,210,2,0.527734,0.552553,0.001007,0.032588,0.032588,7,0.001041,0,0,0,0.097619,0.822524,0
Chirag Latif,Chirag Latif,,108,108,216,108,108,216,2,0.528571,0.554054,0.001016,0.033967,0.033967,8,0.001065,0,0,0,0.108169,0.857186,0
Lacie,Lacie,,107,107,214,107,107,214,2,0.528292,0.553554,0.001034,0.033229,0.033229,2,0.001058,0,0,0,0.10633,0.838759,0
Ranjeet Punshi,Ranjeet Punshi,,121,121,242,121,121,242,2,0.532232,0.560561,0.001323,0.037767,0.037767,2,0.001176,0,0,0,0.098347,0.953103,0
Sarah Batool,Sarah Batool,,107,107,214,107,107,214,2,0.528292,0.553554,0.00101,0.033674,0.033674,8,0.001056,0,0,0,0.097337,0.84985,0
Muhammad Irfan,Muhammad Irfan,,108,108,216,108,108,216,2,0.528571,0.554054,0.001044,0.033791,0.033791,0,0.001066,0,0,0,0.095881,0.85282,0
Elsie Mealing  ,Elsie Mealing  ,,106,106,212,106,106,212,2,0.528013,0.553053,0.00102,0.032939,0.032939,2,0.00105,0,0,0,0.099551,0.831532,0
Alisia Allison  ,Alisia Allison  ,,111,111,222,111,111,222,2,0.529412,0.555556,0.001118,0.034626,0.034626,3,0.001092,0,0,0,0.092711,0.873906,0
Robyn,Robyn,,91,91,182,91,91,182,2,0.523859,0.545546,0.000777,0.0278,0.0278,7,0.000925,0,0,0,0.095726,0.701983,0
Mohamed Saifuddin,Mohamed Saifuddin,,93,93,186,93,93,186,2,0.524409,0.546547,0.000733,0.029711,0.029711,5,0.000936,0,0,0,0.101449,0.749734,0
Suramto,Suramto,,92,92,184,92,92,184,2,0.524134,0.546046,0.000767,0.028659,0.028659,0,0.00093,0,0,0,0.098184,0.723388,0
Khurrum Shehzad,Khurrum Shehzad,,101,101,202,101,101,202,2,0.526621,0.550551,0.0009,0.031732,0.031732,2,0.001006,0,0,0,0.10396,0.80086,0
Liberty,Liberty,,105,105,210,105,105,210,2,0.527734,0.552553,0.000963,0.033128,0.033128,6,0.001039,0,0,0,0.108425,0.835999,0
Jax,Jax,,98,98,196,98,98,196,2,0.525789,0.549049,0.000845,0.030845,0.030845,6,0.00098,0,0,0,0.102672,0.778309,0
Ahsan Butt,Ahsan Butt,,112,112,224,112,112,224,2,0.529692,0.556056,0.001076,0.035641,0.035641,4,0.001097,0,0,0,0.102477,0.899332,0
Morgab,Morgab,,108,108,216,108,108,216,2,0.528571,0.554054,0.001048,0.033779,0.033779,2,0.001066,0,0,0,0.099515,0.852477,0
Poppy,Poppy,,101,101,202,101,101,202,2,0.526621,0.550551,0.000896,0.031764,0.031764,5,0.001006,0,0,0,0.105743,0.801719,0
Eden,Eden,,85,85,170,85,85,170,2,0.522216,0.542543,0.000632,0.026749,0.026749,1,0.00087,0,0,0,0.10028,0.675083,0
Aceng Kurnia,Aceng Kurnia,,99,99,198,99,99,198,2,0.526066,0.54955,0.000886,0.030886,0.030886,4,0.00099,0,0,0,0.091115,0.779581,0
Harun,Harun,,117,117,234,117,117,234,2,0.5311,0.558559,0.001237,0.036593,0.036593,5,0.001142,0,0,0,0.094164,0.923448,0
Azad Bhutto,Azad Bhutto,,95,95,190,95,95,190,2,0.524961,0.547548,0.000802,0.029775,0.029775,4,0.000955,0,0,0,0.103919,0.7515,0
Guriya,Guriya,,102,102,204,102,102,204,2,0.526899,0.551051,0.000922,0.032095,0.032095,0,0.001014,0,0,0,0.102116,0.809998,0
Morata,Morata,,100,100,200,100,100,200,2,0.526344,0.55005,0.000884,0.031452,0.031452,4,0.000997,0,0,0,0.097778,0.793755,0
Sobiya,Sobiya,,99,99,198,99,99,198,2,0.526066,0.54955,0.000886,0.030853,0.030853,8,0.00099,0,0,0,0.102453,0.778782,0
Shannon,Shannon,,106,106,212,106,106,212,2,0.528013,0.553053,0.000963,0.033643,0.033643,5,0.001047,0,0,0,0.102066,0.848815,0
Muhammad Usama,Muhammad Usama,,97,97,194,97,97,194,2,0.525513,0.548549,0.000833,0.03053,0.03053,0,0.000972,0,0,0,0.092354,0.770471,0
Kyle,Kyle,,101,101,202,101,101,202,2,0.526621,0.550551,0.000922,0.031422,0.031422,2,0.001007,0,0,0,0.095248,0.793119,0
Aziz ur Rehman,Aziz ur Rehman,,90,90,180,90,90,180,2,0.523585,0.545045,0.0007,0.028422,0.028422,0,0.000912,0,0,0,0.107865,0.717287,0
Ali Dogar,Ali Dogar,,102,102,204,102,102,204,2,0.526899,0.551051,0.00095,0.031649,0.031649,8,0.001016,0,0,0,0.095515,0.798835,0
Iris,Iris,,103,103,206,103,103,206,2,0.527177,0.551552,0.000957,0.03195,0.03195,2,0.001025,0,0,0,0.102227,0.806547,0
Subur Sugiarto,Subur Sugiarto,,98,98,196,98,98,196,2,0.525789,0.549049,0.000884,0.030379,0.030379,2,0.000982,0,0,0,0.091311,0.766989,0
Abu Bakar Ba'asyir,Abu Bakar Ba'asyir,,92,92,184,92,92,184,2,0.524134,0.546046,0.000758,0.028736,0.028736,4,0.00093,0,0,0,0.098184,0.725261,0
Natalie,Natalie,,108,108,216,108,108,216,2,0.528571,0.554054,0.001031,0.033906,0.033906,4,0.001065,0,0,0,0.099515,0.855698,0
Hannah,Hannah,,92,92,184,92,92,184,2,0.524134,0.546046,0.000759,0.028872,0.028872,7,0.00093,0,0,0,0.096512,0.728738,0
Haider Umar,Haider Umar,,105,105,210,105,105,210,2,0.527734,0.552553,0.000995,0.032839,0.032839,7,0.00104,0,0,0,0.095788,0.828792,0
Rehmat Khan,Rehmat Khan,,103,103,206,103,103,206,2,0.527177,0.551552,0.000947,0.032355,0.032355,5,0.001023,0,0,0,0.095755,0.81646,0
Pollard,Pollard,,89,89,178,89,89,178,2,0.523311,0.544545,0.00071,0.027648,0.027648,2,0.000906,0,0,0,0.108018,0.697908,0
Shahzada Asad,Shahzada Asad,,100,100,200,100,100,200,2,0.526344,0.55005,0.00088,0.031461,0.031461,7,0.000997,0,0,0,0.095758,0.793904,0
Saleem Ahmed,Saleem Ahmed,,93,93,186,93,93,186,2,0.524409,0.546547,0.000753,0.029369,0.029369,2,0.000937,0,0,0,0.102151,0.741133,0
Faizan,Faizan,,116,116,232,116,116,232,2,0.530818,0.558058,0.001184,0.036713,0.036713,1,0.001132,0,0,0,0.102849,0.92631,0
Muhammad Arif,Muhammad Arif,,119,119,238,119,119,238,2,0.531666,0.55956,0.001321,0.036605,0.036605,4,0.001162,0,0,0,0.099843,0.924118,0
Max,Max,,99,99,198,99,99,198,2,0.526066,0.54955,0.000862,0.031209,0.031209,7,0.000988,0,0,0,0.096269,0.787602,0
Noki Dada,Noki Dada,,100,100,200,100,100,200,2,0.526344,0.55005,0.000882,0.031591,0.031591,6,0.000997,0,0,0,0.099394,0.797154,0
Munfiatun,Munfiatun,,90,90,180,90,90,180,2,0.523585,0.545045,0.000715,0.028216,0.028216,7,0.000913,0,0,0,0.10412,0.712248,0
Saturna,Saturna,,98,98,196,98,98,196,2,0.525789,0.549049,0.000839,0.030893,0.030893,4,0.00098,0,0,0,0.100568,0.7796,0
Seren,Seren,,99,99,198,99,99,198,2,0.526066,0.54955,0.000873,0.031086,0.031086,3,0.000989,0,0,0,0.093383,0.784536,0
Alliya,Alliya,,84,84,168,84,84,168,2,0.521944,0.542042,0.000632,0.026174,0.026174,3,0.000863,0,0,0,0.094378,0.660723,0
Anaya,Anaya,,111,111,222,111,111,222,2,0.529412,0.555556,0.001104,0.034604,0.034604,8,0.001092,0,0,0,0.100246,0.873294,0
Michiko,Michiko,,113,113,226,113,113,226,2,0.529973,0.556557,0.001153,0.035157,0.035157,4,0.001109,0,0,0,0.10177,0.887305,0
Ayesha,Ayesha,,98,98,196,98,98,196,3,0.525513,0.548882,0.000874,0.030427,0.030427,3,0.000982,0,0,0,0.098675,0.768195,0
Syed Muhammad Shah,Syed Muhammad Shah,,102,102,204,102,102,204,2,0.526899,0.551051,0.000934,0.032109,0.032109,2,0.001014,0,0,0,0.09571,0.810251,0
Maise,Maise,,100,100,200,100,100,200,2,0.526344,0.55005,0.000905,0.031151,0.031151,4,0.000998,0,0,0,0.096162,0.786209,0
Haris,Haris,,83,83,166,83,83,166,3,0.521399,0.541375,0.000616,0.025955,0.025955,3,0.000854,0,0,0,0.09521,0.655128,0
Muhammad Rasheed,Muhammad Rasheed,,104,104,208,104,104,208,2,0.527455,0.552052,0.000969,0.032693,0.032693,8,0.001031,0,0,0,0.101008,0.825071,0
Aaron,Aaron,,103,103,206,103,103,206,2,0.527177,0.551552,0.000957,0.032085,0.032085,0,0.001024,0,0,0,0.097468,0.809895,0
Rabi Akbar,Rabi Akbar,,94,94,188,94,94,188,2,0.524685,0.547047,0.000797,0.029347,0.029347,2,0.000947,0,0,0,0.094944,0.740869,0
Venice Liller  ,Venice Liller  ,,119,119,238,119,119,238,2,0.531666,0.55956,0.001303,0.036912,0.036912,0,0.00116,0,0,0,0.091725,0.931699,0
Abubakar Shaikh,Abubakar Shaikh,,100,100,200,100,100,200,2,0.526344,0.55005,0.000876,0.031631,0.031631,4,0.000996,0,0,0,0.101414,0.79826,0
Muhammad Rehan,Muhammad Rehan,,94,94,188,94,94,188,2,0.524685,0.547047,0.000763,0.029675,0.029675,0,0.000946,0,0,0,0.098147,0.748917,0
Syed Kashif,Syed Kashif,,93,93,186,93,93,186,2,0.524409,0.546547,0.000739,0.029504,0.029504,8,0.000937,0,0,0,0.111501,0.744524,0
Alice,Alice,,83,83,166,83,83,166,2,0.521671,0.541542,0.000592,0.026313,0.026313,6,0.000852,0,0,0,0.096386,0.664021,0
Blanka,Blanka,,111,111,222,111,111,222,2,0.529412,0.555556,0.0011,0.03474,0.03474,6,0.001091,0,0,0,0.098608,0.876811,0
Annie,Annie,,92,92,184,92,92,184,2,0.524134,0.546046,0.000742,0.028986,0.028986,2,0.000929,0,0,0,0.095557,0.731502,0
Zoha,Zoha,,93,93,186,93,93,186,2,0.524409,0.546547,0.000759,0.029335,0.029335,2,0.000937,0,0,0,0.099813,0.740327,0
Ayub,Ayub,,92,92,184,92,92,184,2,0.524134,0.546046,0.000773,0.028629,0.028629,5,0.000931,0,0,0,0.100812,0.722701,0
Saim Shah Hamdani,Saim Shah Hamdani,,93,93,186,93,93,186,2,0.524409,0.546547,0.000771,0.029093,0.029093,8,0.000939,0,0,0,0.097709,0.734323,0
Kami Khokar,Kami Khokar,,96,96,192,96,96,192,2,0.525237,0.548048,0.000818,0.030197,0.030197,8,0.000963,0,0,0,0.099781,0.762167,0
